1,97,72,2012,3,
2,16,2,2018,2,
3,6,11,2018,2,
4,49,60,2021,4,
5,40,47,2015,9,
6,88,16,2020,6,
7,67,47,2024,6,
8,87,8,2024,8,
9,23,11,2013,9,
10,83,77,2011,4,
11,1,35,2014,10,
12,76,93,2012,11,
13,92,30,2017,3,
14,63,25,2014,10,
15,6,53,2019,9,
16,53,18,2019,7,
17,64,86,2023,10,
18,97,2,2023,9,
19,2,86,2018,10,
20,92,20,2020,4,
21,56,78,2016,6,
22,15,90,2015,1,
23,60,94,2018,3,
24,36,69,2011,5,
25,72,52,2024,5,
26,90,49,2014,10,
27,48,3,2013,11,
28,89,9,2012,1,
29,55,68,2012,3,
30,50,96,2023,8,
31,7,97,2013,10,
32,92,21,2022,9,
33,86,98,2022,11,
34,92,22,2024,7,
35,41,54,2020,6,
36,34,25,2023,8,
37,37,21,2018,6,
38,22,33,2021,1,
39,57,77,2018,7,
40,60,99,2015,2,
41,63,45,2022,7,
42,36,72,2015,7,
43,63,93,2023,5,
44,45,26,2012,10,
45,42,25,2020,1,
46,54,80,2014,2,
47,27,48,2011,3,
48,51,38,2012,10,
49,8,21,2015,7,
50,25,69,2017,9,
51,10,34,2019,4,
52,67,17,2013,6,
53,31,37,2023,2,
54,37,5,2018,8,
55,49,75,2014,9,
56,35,12,2017,3,
57,40,68,2015,5,
58,2,4,2019,2,
59,52,90,2018,8,
60,51,56,2011,8,
61,68,43,2011,10,
62,4,31,2021,7,
63,77,3,2014,9,
64,91,4,2022,1,
65,2,92,2017,8,
66,58,29,2018,3,
67,45,57,2020,4,
68,79,57,2016,3,
69,21,66,2019,2,
70,36,12,2014,6,
71,2,3,2013,9,
72,9,80,2020,1,
73,42,77,2024,3,
74,31,65,2015,6,
75,32,59,2013,9,
76,21,18,2023,1,
77,10,36,2024,9,
78,80,63,2011,2,
79,10,25,2024,4,
80,42,32,2014,4,
81,21,2,2020,3,
82,9,68,2013,2,
83,63,29,2011,7,
84,63,8,2020,2,
85,4,94,2014,7,
86,77,52,2024,1,
87,43,94,2011,4,
88,35,76,2016,8,
89,44,71,2013,1,
90,71,66,2014,11,
91,34,70,2022,8,
92,4,73,2022,11,
93,99,51,2021,7,
94,62,78,2023,1,
95,36,90,2011,1,
96,28,24,2015,6,
97,48,91,2020,10,
98,85,68,2014,9,
99,34,90,2011,7,
100,17,16,2023,4,
101,86,26,2024,3,
102,37,29,2021,8,
103,97,21,2023,6,
104,24,63,2018,9,
105,72,88,2013,3,
106,80,83,2014,11,
107,65,8,2024,2,
108,86,49,2021,2,
109,17,45,2014,8,
110,77,59,2011,5,
111,40,68,2023,5,
112,92,37,2015,1,
113,88,87,2016,2,
114,55,41,2013,10,
115,67,73,2017,5,
116,37,30,2013,6,
117,14,62,2019,11,
118,4,72,2022,7,
119,88,70,2022,6,
120,13,93,2021,7,
121,94,13,2015,2,
122,12,61,2022,5,
123,93,63,2014,1,
124,66,9,2017,11,
125,91,18,2013,11,
126,21,66,2014,3,
127,0,40,2014,3,
128,9,66,2017,3,
129,63,10,2023,2,
130,35,54,2018,5,
131,69,90,2024,11,
132,40,44,2019,1,
133,82,64,2019,8,
134,23,58,2017,7,
135,60,0,2016,11,
136,63,33,2014,5,
137,20,85,2020,8,
138,8,27,2018,11,
139,84,89,2012,5,
140,31,77,2011,8,
141,5,16,2015,8,
142,20,96,2023,5,
143,48,89,2023,1,
144,91,72,2012,5,
145,28,43,2021,5,
146,57,74,2024,8,
147,96,56,2018,1,
148,4,29,2011,2,
149,32,82,2018,5,
150,1,91,2023,3,
151,66,93,2011,4,
152,30,42,2021,10,
153,94,64,2014,1,
154,36,40,2022,3,
155,15,54,2013,8,
156,6,92,2013,2,
157,24,63,2017,4,
158,16,70,2024,9,
159,35,10,2012,10,
160,45,5,2023,5,
161,97,90,2018,6,
162,65,65,2023,3,
163,26,93,2022,2,
164,44,19,2023,3,
165,70,13,2021,9,
166,22,36,2016,6,
167,88,97,2022,11,
168,96,75,2017,7,
169,74,53,2016,6,
170,37,35,2013,10,
171,28,63,2013,4,
172,29,20,2013,5,
173,95,48,2018,9,
174,74,65,2024,4,
175,70,42,2022,4,
176,95,66,2018,1,
177,91,18,2021,2,
178,11,1,2022,4,
179,86,42,2013,7,
180,77,86,2018,9,
181,44,59,2014,4,
182,6,61,2021,4,
183,35,6,2017,10,
184,73,73,2019,9,
185,63,64,2016,5,
186,87,25,2015,5,
187,17,38,2016,7,
188,96,3,2013,9,
189,84,54,2015,5,
190,94,40,2022,3,
191,13,31,2016,8,
192,71,5,2018,2,
193,14,21,2022,5,
194,33,21,2014,10,
195,34,50,2014,10,
196,32,6,2011,5,
197,55,70,2014,1,
198,20,87,2012,9,
199,99,23,2018,1,
200,23,92,2019,11,
201,58,41,2021,2,
202,56,36,2013,7,
203,24,15,2016,6,
204,60,73,2024,9,
205,9,79,2021,7,
206,39,98,2014,7,
207,78,84,2024,5,
208,87,94,2014,8,
209,66,66,2020,1,
210,19,27,2020,1,
211,0,72,2011,5,
212,26,23,2013,3,
213,85,94,2016,5,
214,47,1,2021,4,
215,76,24,2016,1,
216,8,7,2020,2,
217,95,93,2011,3,
218,68,98,2024,4,
219,75,34,2020,9,
220,86,99,2013,6,
221,54,29,2022,1,
222,90,29,2011,1,
223,43,38,2021,3,
224,69,95,2012,5,
225,78,84,2012,4,
226,8,57,2014,10,
227,55,80,2023,6,
228,38,66,2024,8,
229,53,84,2018,6,
230,71,85,2024,3,
231,11,11,2021,8,
232,12,79,2017,9,
233,18,85,2012,1,
234,64,82,2011,6,
235,76,39,2013,9,
236,31,73,2019,5,
237,0,14,2011,1,
238,74,71,2014,2,
239,89,58,2021,4,
240,62,57,2015,7,
241,29,37,2020,6,
242,67,50,2018,9,
243,63,7,2011,6,
244,89,28,2016,2,
245,83,46,2017,3,
246,4,66,2022,5,
247,67,39,2019,7,
248,79,22,2017,10,
249,0,43,2012,10,
250,58,34,2012,10,
251,38,90,2014,11,
252,38,83,2018,3,
253,11,94,2013,10,
254,0,42,2022,4,
255,23,95,2020,8,
256,74,18,2011,11,
257,70,13,2012,5,
258,78,38,2019,2,
259,16,77,2014,11,
260,97,55,2016,10,
261,44,76,2022,1,
262,73,80,2021,7,
263,27,39,2017,2,
264,36,80,2017,4,
265,90,53,2014,11,
266,57,48,2020,2,
267,24,96,2016,10,
268,96,27,2023,9,
269,25,23,2016,8,
270,3,96,2012,9,
271,21,47,2020,9,
272,95,76,2018,8,
273,27,46,2011,7,
274,39,78,2012,6,
275,71,6,2024,9,
276,66,63,2011,9,
277,49,91,2021,10,
278,29,86,2021,11,
279,36,73,2017,2,
280,60,21,2024,9,
281,18,3,2015,2,
282,53,60,2017,1,
283,18,33,2014,3,
284,83,76,2020,1,
285,4,33,2015,9,
286,79,16,2016,2,
287,41,60,2022,2,
288,54,6,2023,6,
289,79,48,2018,2,
290,67,2,2017,7,
291,33,37,2021,8,
292,73,23,2020,6,
293,11,44,2024,9,
294,23,8,2018,9,
295,20,10,2011,10,
296,91,88,2017,9,
297,13,57,2020,3,
298,23,14,2021,2,
299,74,88,2014,6,
300,34,7,2015,2,
301,60,60,2014,5,
302,81,66,2017,3,
303,86,71,2017,2,
304,64,79,2018,3,
305,10,81,2015,7,
306,20,89,2019,4,
307,60,67,2022,1,
308,73,16,2021,6,
309,16,72,2020,2,
310,66,64,2011,2,
311,71,21,2023,8,
312,12,33,2013,7,
313,7,46,2021,4,
314,64,80,2011,10,
315,68,77,2019,9,
316,60,87,2015,1,
317,58,62,2022,1,
318,55,59,2011,11,
319,48,94,2020,2,
320,87,91,2019,7,
321,5,98,2016,4,
322,90,92,2019,4,
323,40,51,2013,2,
324,88,67,2016,3,
325,70,75,2022,9,
326,98,73,2022,6,
327,58,23,2012,11,
328,80,56,2023,4,
329,3,74,2017,7,
330,10,3,2023,5,
331,83,19,2020,2,
332,23,79,2021,5,
333,96,22,2019,6,
334,47,53,2013,5,
335,26,93,2019,3,
336,46,2,2015,10,
337,79,30,2024,2,
338,76,77,2017,10,
339,49,18,2014,11,
340,1,25,2017,8,
341,54,30,2018,8,
342,75,23,2020,4,
343,36,64,2018,11,
344,63,26,2019,8,
345,86,61,2012,8,
346,56,7,2020,7,
347,27,52,2023,10,
348,76,23,2016,1,
349,92,31,2022,6,
350,32,47,2013,11,
351,17,46,2011,3,
352,61,48,2019,5,
353,90,40,2019,2,
354,16,88,2018,8,
355,88,99,2017,5,
356,57,44,2014,11,
357,65,24,2020,4,
358,28,17,2017,10,
359,97,32,2024,4,
360,71,17,2011,3,
361,98,16,2018,10,
362,33,56,2020,7,
363,76,79,2016,1,
364,50,77,2011,10,
365,17,49,2017,11,
366,13,92,2014,1,
367,89,92,2015,2,
368,26,68,2011,8,
369,65,7,2011,4,
370,43,12,2014,4,
371,41,28,2011,6,
372,95,64,2015,9,
373,30,61,2019,11,
374,35,15,2012,10,
375,62,14,2024,8,
376,77,28,2014,4,
377,75,87,2012,9,
378,41,18,2011,8,
379,48,19,2014,5,
380,10,90,2019,10,
381,99,31,2023,2,
382,22,23,2024,8,
383,69,71,2023,9,
384,88,9,2012,3,
385,1,86,2024,3,
386,69,93,2024,5,
387,15,2,2021,5,
388,86,81,2022,3,
389,99,42,2018,9,
390,93,19,2017,10,
391,30,32,2013,1,
392,26,12,2017,1,
393,21,32,2018,6,
394,12,25,2012,11,
395,58,77,2016,11,
396,50,97,2019,10,
397,93,37,2017,3,
398,80,29,2024,3,
399,5,10,2022,7,
400,55,78,2017,6,
401,17,85,2012,7,
402,48,44,2018,10,
403,19,38,2023,10,
404,32,32,2022,8,
405,44,41,2018,11,
406,84,89,2021,2,
407,85,51,2017,10,
408,46,7,2012,3,
409,64,46,2019,2,
410,3,44,2015,9,
411,26,76,2019,1,
412,77,27,2017,7,
413,18,94,2023,10,
414,24,71,2022,4,
415,88,82,2019,6,
416,39,93,2018,1,
417,45,41,2014,5,
418,76,88,2019,9,
419,67,95,2011,5,
420,62,68,2018,6,
421,41,53,2013,5,
422,56,26,2016,8,
423,73,96,2023,11,
424,27,51,2021,7,
425,24,66,2020,8,
426,71,60,2013,5,
427,56,80,2019,8,
428,13,36,2018,3,
429,45,1,2015,8,
430,5,24,2022,6,
431,89,57,2019,7,
432,24,81,2022,8,
433,56,55,2020,1,
434,1,71,2019,10,
435,0,77,2016,4,
436,88,23,2023,11,
437,83,10,2014,6,
438,9,25,2021,6,
439,62,90,2013,3,
440,27,14,2011,7,
441,10,68,2024,8,
442,73,35,2013,1,
443,63,31,2017,2,
444,90,61,2013,11,
445,15,46,2013,5,
446,8,27,2016,3,
447,30,94,2022,7,
448,1,27,2018,1,
449,43,95,2014,2,
450,87,57,2014,9,
451,91,11,2018,6,
452,5,80,2024,8,
453,35,79,2020,1,
454,95,20,2011,1,
455,24,89,2011,8,
456,74,90,2018,9,
457,81,99,2022,9,
458,96,52,2024,9,
459,49,23,2022,9,
460,96,68,2014,6,
461,35,84,2021,11,
462,64,50,2015,9,
463,67,80,2013,10,
464,9,84,2012,6,
465,31,66,2019,10,
466,17,94,2014,4,
467,27,2,2018,8,
468,80,33,2016,2,
469,25,31,2022,10,
470,20,90,2022,10,
471,25,18,2023,8,
472,60,78,2015,2,
473,71,49,2023,3,
474,25,48,2011,10,
475,13,40,2019,3,
476,45,77,2019,3,
477,11,88,2011,11,
478,89,61,2012,6,
479,82,21,2017,6,
480,43,98,2024,4,
481,62,54,2023,1,
482,36,66,2012,1,
483,9,6,2021,6,
484,78,0,2024,6,
485,19,58,2021,1,
486,68,83,2018,5,
487,45,20,2021,11,
488,16,55,2021,1,
489,36,97,2014,5,
490,20,87,2019,5,
491,6,71,2013,6,
492,21,38,2012,7,
493,60,27,2013,5,
494,60,29,2011,1,
495,18,98,2016,9,
496,18,92,2012,11,
497,21,33,2013,9,
